time,O2,CH4,OH,H2O,O3_col,S8AER_col,T_time,O2_flux,ri_flux,change_during_glaciations
337435200000000.06,2.715104109374893e-08,0.00021283785923567185,3.4043010287706316e-15,0.006862261243616394,705266695767.7767,485492968023270.2,290.0,1094222222222.222,33000000000.0,False
340588800000000.0,2.718397723054555e-08,0.0002126639898867511,3.410250416968678e-15,0.006862261361129268,706801126668.7676,485454427105451.3,290.0,1095111111111.111,33000000000.0,False
343742400000000.0,2.721684254449876e-08,0.0002125038128300112,3.415964091242007e-15,0.006862261472331264,708289327475.5995,485417349672497.94,290.0,1095999999999.9999,33000000000.0,False
346896000000000.0,2.724983450462339e-08,0.00021232743220777632,3.421973384580314e-15,0.006862261590514902,709836969723.3225,485378787487141.8,290.0,1096888888888.8887,33000000000.0,False
350049600000000.06,2.728280524399444e-08,0.00021215793038717343,3.4278680479403774e-15,0.006862261705449864,711362533973.4426,485340863984846.5,290.0,1097777777777.7776,33000000000.0,False
353203200000000.06,2.731581236734189e-08,0.00021198598012611838,3.4338140045712105e-15,0.006862261821249956,712898934878.1274,485302802689096.8,290.0,1098666666666.6665,33000000000.0,False
356356800000000.0,2.734880021241861e-08,0.0002118219804123387,3.4396265661312838e-15,0.006862261933431888,714409792340.814,485265123058827.5,290.0,1099555555555.5554,33000000000.0,False
359510400000000.0,2.738187815621823e-08,0.00021164600447693926,3.4456604459434555e-15,0.006862262050606881,715965034484.8259,485226740397274.4,290.0,1100444444444.4443,33000000000.0,False
362664000000000.0,2.7414984155778993e-08,0.00021146931502085342,3.4517152415345625e-15,0.006862262167885132,717525127656.9227,485188307833038.4,290.0,1101333333333.3333,33000000000.0,False
365817600000000.06,2.7448072991186495e-08,0.0002113000300210259,3.4576459943558884e-15,0.006862262281789614,719061511463.7227,485150242778197.44,290.0,1102222222222.2222,33000000000.0,False
368971200000000.06,2.7481222728743338e-08,0.0002111238963789319,3.463707310364816e-15,0.006862262398433345,720624337880.1849,485111836941337.7,290.0,1103111111111.1108,33000000000.0,False
372124800000000.0,2.7514421883608742e-08,0.00021094408125460343,3.469844051278055e-15,0.006862262516511785,722202869233.3804,485073033392835.4,290.0,1103999999999.9998,33000000000.0,False
375278400000000.0,2.7547615133714695e-08,0.00021076917983850685,3.4759005299946703e-15,0.006862262632261099,723766269670.962,485034569477952.25,290.0,1104888888888.8887,33000000000.0,False
378432000000000.0,2.7580807419603484e-08,0.00021059738731359304,3.4819075742024406e-15,0.006862262746397703,725320603088.1603,484996556936352.75,290.0,1105777777777.7776,33000000000.0,False
381585600000000.06,2.7614090631116603e-08,0.0002104165863834127,3.488089508099488e-15,0.0068622628643949,726910266275.4916,484957390925383.3,290.0,1106666666666.6665,33000000000.0,False
384739200000000.06,2.7647325947642724e-08,0.000210247222385588,3.4940700242871044e-15,0.006862262977171676,728460640497.7526,484919187778368.7,290.0,1107555555555.5554,33000000000.0,False
387892800000000.0,2.768065621484911e-08,0.00021006528305885113,3.5002892284223485e-15,0.006862263095217431,730059342205.7562,484880181462299.7,290.0,1108444444444.4443,33000000000.0,False
391046400000000.0,2.7714027811108796e-08,0.0002098809560515249,3.5065603067560374e-15,0.006862263214061655,731668792112.5978,484840998121543.44,290.0,1109333333333.3333,33000000000.0,False
394200000000000.0,2.7747388540787743e-08,0.00020970265102833628,3.512730547364532e-15,0.006862263330139596,733259078245.5042,484802142489407.94,290.0,1110222222222.2222,33000000000.0,False
397353600000000.06,2.7780790745067195e-08,0.00020952155229245672,3.5189608126485888e-15,0.006862263447220765,734861952363.2748,484763092155827.1,290.0,1111111111111.1108,33000000000.0,False
400507200000000.06,2.7814203166241838e-08,0.00020934244345170337,3.5251631903423306e-15,0.006862263563237217,736460023813.4779,484724233024974.3,290.0,1111999999999.9998,33000000000.0,False
403660800000000.0,2.7847625773880626e-08,0.00020916599459085307,3.531325592838293e-15,0.006862263677936894,738050810160.7465,484685467619587.25,290.0,1112888888888.8887,33000000000.0,False
406814400000000.0,2.788106979537137e-08,0.00020898862116367165,3.5375118623246447e-15,0.0068622637927548665,739647452445.56,484646951212018.6,290.0,1113777777777.7776,33000000000.0,False
409968000000000.0,2.791457464114169e-08,0.00020880516513452813,3.5438205248347853e-15,0.0068622639099820805,741267999144.4568,484608068349079.8,290.0,1114666666666.6665,33000000000.0,False
413121600000000.06,2.7948199024420404e-08,0.00020861258743059668,3.550313223401916e-15,0.006862264031265998,742927129569.3231,484567157003299.5,290.0,1115555555555.5554,33000000000.0,False
416275200000000.06,2.7981792567264442e-08,0.00020842501946591785,3.5567187949890066e-15,0.00686226414996497,744569069257.9854,484527503772221.9,290.0,1116444444444.4443,33000000000.0,False
419428800000000.0,2.8015405072489165e-08,0.00020823839810489114,3.5631164245751456e-15,0.006862264268065014,746210169609.9506,484487902658001.9,290.0,1117333333333.3333,33000000000.0,False
422582400000000.0,2.8049024319134542e-08,0.00020805484283455822,3.569466417139683e-15,0.00686226438467414,747842607982.3862,484448454530123.56,290.0,1118222222222.2222,33000000000.0,False
425736000000000.0,2.8082692313466517e-08,0.000207867841882346,3.575890787154639e-15,0.006862264502573291,749490504177.2404,484408696415737.56,290.0,1119111111111.1108,33000000000.0,False
428889600000000.06,2.811634659319431e-08,0.00020768652283368995,3.582216114804846e-15,0.006862264617759436,751118724309.339,484369535756413.75,290.0,1119999999999.9998,33000000000.0,False
432043200000000.06,2.8150112901380947e-08,0.00020749237300812573,3.5887960379034035e-15,0.006862264738397194,752799635486.5419,484329076488534.3,290.0,1120888888888.8887,33000000000.0,False
435196800000000.0,2.8183828319917367e-08,0.00020730990587887956,3.5951641246176816e-15,0.006862264853798855,754438604037.0583,484289554167469.3,290.0,1121777777777.7776,33000000000.0,False
438350400000000.0,2.8217602062864175e-08,0.00020712139273558916,3.601654638142635e-15,0.0068622649714924705,756102347923.8954,484249866561880.5,290.0,1122666666666.6665,33000000000.0,False
441504000000000.0,2.8251463328637165e-08,0.00020692542385281372,3.608299386535914e-15,0.006862265092299134,757797638956.6632,484209133970064.3,290.0,1123555555555.5554,33000000000.0,False
444657600000000.06,2.8285273042451762e-08,0.00020674069924085482,3.6147396966411e-15,0.006862265208097043,759453116587.6879,484169319153011.9,290.0,1124444444444.4443,33000000000.0,False
447811200000000.06,2.8319194702612337e-08,0.00020654255568730123,3.62144569299467e-15,0.006862265329368124,761161842617.6322,484128627327841.75,290.0,1125333333333.3333,33000000000.0,False
450964800000000.0,2.8353123841691738e-08,0.00020634739944275216,3.628105342328462e-15,0.006862265449176414,762862134262.276,484088104958704.25,290.0,1126222222222.2222,33000000000.0,False
