time,O2,CH4,OH,H2O,O3_col,S8AER_col,T_time,O2_flux
31536000000000.0,0.007380598007139894,2.378517779822735e-06,3.587585420547343e-14,0.05625355610436196,6.895496044275548e+17,2.791165704855705e-52,330.0,2850000000000.0015
31536000000000.0,0.02514870684953105,1.2003746191983096e-06,4.9433905937207336e-14,0.08331693318955659,3.1137690245191846e+17,-1.9345084117864237e-52,340.0,2850000000000.0015
31536000000000.0,0.027322619673606767,5.65238958124361e-07,1.2007253745240514e-13,0.11639337951813897,1.115906648476611e+17,-7.787260979262506e-54,350.0,2850000000000.0015
31536000000000.0,4.953432692167648e-05,3.0560749052299705e-05,3.2608970648255153e-14,0.00027622928854193764,7.634265112742566e+16,8.72863992017791e-28,250.0,2900000000000.0015
31536000000000.0,3.90265185790438e-05,2.410697223914247e-05,3.998154532983302e-14,0.0007086786762756782,4.2833813248969816e+16,7.692806325408754e-27,260.0,2900000000000.0015
31536000000000.0,2.329842871208345e-05,1.6735085982879692e-05,5.3878172389448475e-14,0.0016955898190351626,1.7345061212556132e+16,8.394287293032925e-22,270.0,2900000000000.0015
31536000000000.0,1.4388358969808719e-05,1.098980919628289e-05,6.792641920287895e-14,0.003567695951149587,8543049063395898.0,1.6108882972634019e-18,280.0,2900000000000.0015
31536000000000.0,7.348836615655743e-06,7.053392287600063e-06,7.649829388127188e-14,0.006862337259695879,3603010966843440.5,1.4516042894955015e-16,290.0,2900000000000.0015
31536000000000.0,1.7183054941393528e-05,4.053269255042939e-06,8.995779587922075e-14,0.012541875469968594,8613474165879388.0,9.222634861920348e-20,300.0,2900000000000.0015
31536000000000.0,8.168973884778945e-05,2.4844531183863403e-06,9.854172632179765e-14,0.02178234798711359,4.131125226049929e+16,5.2552841214949796e-30,310.0,2900000000000.0015
31536000000000.0,0.007401124453971899,2.465556599254117e-06,3.516595960645106e-14,0.05625356013754112,6.917161717143497e+17,4.561042622545987e-53,330.0,2900000000000.0015
31536000000000.0,0.025760134291205387,1.2673988693184524e-06,4.733819038457344e-14,0.08331710899265131,3.183994147833038e+17,1.1168016796423097e-52,340.0,2900000000000.0015
31536000000000.0,0.0280105958984579,5.929726301016878e-07,1.1391151484758003e-13,0.11639364805712003,1.1343928446149536e+17,-5.4484592815453425e-53,350.0,2900000000000.0015
31536000000000.0,5.1431904605048376e-05,3.124985947770786e-05,3.213839983610981e-14,0.0002762292860204068,7.904028232783837e+16,5.772559677302409e-28,250.0,2950000000000.002
31536000000000.0,4.084498821417521e-05,2.4688138118854388e-05,3.934285498067644e-14,0.0007086786717343492,4.486858890929353e+16,4.6763683723227195e-27,260.0,2950000000000.002
31536000000000.0,2.5074563837972704e-05,1.716654890189657e-05,5.296933133642748e-14,0.0016955898146093988,1.8808896657808424e+16,3.8489662379985767e-22,270.0,2950000000000.002
31536000000000.0,1.6034789633491714e-05,1.1250317136755234e-05,6.706255169935888e-14,0.0035676959550255496,9595928905380044.0,7.009272169788019e-19,280.0,2950000000000.002
31536000000000.0,8.698395307018951e-06,7.197936677517176e-06,7.585524555167077e-14,0.006862337276561569,4331475378807509.0,5.582837301797742e-17,290.0,2950000000000.002
31536000000000.0,1.9046459650764953e-05,4.16056795709253e-06,8.875151062058204e-14,0.012541875536089209,9680200341528926.0,4.1823065966772103e-20,300.0,2950000000000.002
31536000000000.0,8.441368449693478e-05,2.566100496063304e-06,9.667022591025147e-14,0.021782348180823363,4.304575538697164e+16,3.609126974009043e-30,310.0,2950000000000.002
31536000000000.0,0.007418811549972753,2.553266868084234e-06,3.450036471902799e-14,0.05625356360180509,6.93633805731229e+17,2.7162896375224194e-52,330.0,2950000000000.002
31536000000000.0,0.026360136498774098,1.335738623423646e-06,4.5484922139297775e-14,0.08331728150805505,3.252820711101467e+17,-2.9937349780750994e-52,340.0,2950000000000.002
31536000000000.0,0.028688558262105437,6.2132265213987e-07,1.0831206356114545e-13,0.11639391268673431,1.1523618780045842e+17,-2.9865655761457325e-52,350.0,2950000000000.002
31536000000000.0,5.3358327701118994e-05,3.194366224713618e-05,3.1678811960850515e-14,0.00027622928350060625,8.174759634375987e+16,3.85055835557672e-28,250.0,3000000000000.002
31536000000000.0,4.267203632324733e-05,2.5272937896363595e-05,3.872523314080181e-14,0.0007086786671544026,4.6892493627338136e+16,2.901640337752727e-27,260.0,3000000000000.002
31536000000000.0,2.6844187958956717e-05,1.7602867637381075e-05,5.2083934480823e-14,0.001695589809927232,2.0267124287593424e+16,1.837517839269687e-22,270.0,3000000000000.002
31536000000000.0,1.7692019625280905e-05,1.1517887586907743e-05,6.618966483067e-14,0.003567695958481395,1.0660660553853372e+16,3.3164817307770616e-19,280.0,3000000000000.002
31536000000000.0,1.011647247445516e-05,7.346687765071234e-06,7.517753906247465e-14,0.006862337294724182,5094676256615479.0,2.302122797049311e-17,290.0,3000000000000.002
